book_id,user_id,rating
2767052,146757058,5
2767052,135442657,5
2767052,128428559,3
2767052,79995390,5
2767052,5277704,4
2767052,189679142,4
2767052,3893565,5
2767052,603238,3
2767052,13286533,4
2767052,83570027,5
2767052,31468262,4
2767052,82489766,4
2767052,74816651,5
2767052,5911504,5
2767052,44212467,5
2767052,3772786,5
2767052,146737464,4
2767052,106139933,4
2767052,77394820,5
2767052,172075628,5
2767052,1166369,4
2767052,18077289,5
2767052,25065437,5
2767052,19826330,5
2767052,143927967,5
2767052,149900396,5
2767052,43931185,4
2767052,138933337,5
2767052,149505274,5
2767052,79324789,5
2767052,181152042,4
2767052,130841391,5
2767052,117943063,5
2767052,25353295,3
2767052,520753,4
2767052,1177534,4
2767052,17348951,5
2767052,26823570,4
2767052,925549,5
2767052,3461034,5
2767052,59693811,5
2767052,229228,5
2767052,1215148,5
2767052,30036082,3
2767052,170616626,4
2767052,27123577,5
2767052,169656052,3
2767052,20416955,5
2767052,60981287,5
2767052,131840817,5
2767052,68807460,5
2767052,117534993,4
2767052,148650350,4
2767052,32623538,5
2767052,131339186,5
2767052,68847503,5
2767052,27523984,5
2767052,3564852,5
2767052,695116,3
2767052,148219714,5
2767052,17905586,5
2767052,2551271,2
2767052,75293221,5
2767052,4687823,5
2767052,22591633,4
2767052,19638210,4
2767052,18886219,5
2767052,159096630,5
2767052,164940675,5
2767052,19978456,4
2767052,5841469,5
2767052,61201278,4
2767052,110663842,4
2767052,279256,4
2767052,13145775,5
2767052,99515900,5
2767052,2232237,5
2767052,56271378,5
2767052,64463044,5
2767052,32799998,5
2767052,161575799,5
2767052,70253598,4
2767052,181767239,4
2767052,1923643,5
2767052,40437341,5
2767052,102557479,5
2767052,124293950,5
2767052,9871824,4
2767052,12342015,5
2767052,76641571,3
2767052,73857109,4
2767052,14643789,5
2767052,126740654,5
2767052,61018987,3
2767052,102065718,4
2767052,148265984,5
2767052,127539663,5
2767052,150943717,5
2767052,4582860,5
2767052,5769334,5
2767052,647547,4
2767052,65105750,3
2767052,65579362,4
2767052,155125094,3
2767052,88399008,5
2767052,97464675,5
2767052,4728718,4
2767052,6663962,5
2767052,1257768,4
2767052,2569271,5
2767052,17698097,5
2767052,5223517,3
2767052,46885471,4
2767052,32573951,4
2767052,83445,5
2767052,1219253,5
2767052,20385968,5
2767052,43949068,3
2767052,104901001,5
2767052,110418589,5
2767052,3444336,5
2767052,7962895,1
2767052,5742086,5
2767052,5800904,5
2767052,34813292,5
2767052,121214029,5
2767052,110812,5
2767052,1462364,2
2767052,172753689,5
2767052,7065592,5
2767052,11284142,5
2767052,58497121,5
2767052,80946862,5
2767052,72024092,5
2767052,3888609,5
2767052,45502331,5
2767052,88294591,5
2767052,91461599,5
2767052,99239366,5
2767052,97380166,3
2767052,136328500,5
2767052,33062312,5
2767052,72933343,4
2767052,115452894,5
2767052,44344681,5
2767052,22496761,3
2767052,20502251,5
2767052,50163517,5
2767052,145985288,5
2767052,1416912,5
2767052,22297733,5
2767052,1310564,5
2767052,135573176,4
2767052,2278800,4
2767052,4119460,2
2767052,7115890,4
2767052,4009947,3
2767052,29789832,4
2767052,10236667,4
2767052,1802746,5
2767052,9407807,4
2767052,56257862,4
2767052,216457,5
2767052,11332387,5
2767052,107722399,5
2767052,145110064,5
2767052,7788355,5
2767052,11833045,4
1885,155007415,4
1885,101693182,5
1885,30181442,5
1885,71848701,5
1885,1413439,5
1885,32879029,5
1885,18657,4
1885,1762033,1
1885,164338,5
1885,9303625,5
1885,21937982,5
1885,34369915,5
1885,49148508,4
